date,Line1,Line2,Line4,Line5,Line6,Line7,Line8,Line9,Line10,Line11,Line13,Line14,Line15,Line16,Line17,Line19,LineFS,LineCP,LineYZ,LineYF,LineS1,LineT1,LineXJ,LineSD,LineDX
2024/2/27,97.39,68.14,93.66,80.72,97.96,52.6,59.09,42.58,168.73,0.65,52.42,80.22,38.86,29.19,11.92,18.27,26.08,36.82,20.82,2.72,5.2,0.25,1.26,2.15,4.18
2024/2/28,97.7,69.74,93.79,81.8,98.37,52.6,59.76,42.04,170.62,0.68,52.55,81.12,40.92,29.48,11.99,18.39,26.22,37.2,21.05,2.71,5.24,0.26,1.26,2.2,4.22
2024/2/29,98.22,70.29,94.36,82.41,98.42,52.95,59.83,42.3,171.27,0.84,52.57,81.13,41.16,29.23,11.99,18.44,26.17,37.16,21.05,2.69,5.22,0.26,1.28,2.23,4.28
2024/3/1,103.58,75.45,105.51,86.6,105.15,56.71,64.72,46.2,186.11,0.87,57.17,88.93,43.26,32.04,12.98,19.81,28.41,40.41,22.69,3.38,5.48,0.28,1.42,2.46,4.79
2024/3/2,65.1,43.35,75.81,53.64,62.54,39.37,52.07,24.68,110.01,0.84,30.16,53.36,23.64,18.66,8.66,10.01,16.23,23.09,12.94,2.03,3.23,0.16,2.44,1.94,3.75
2024/3/3,56.4,38.42,69.42,47.33,55.4,35.41,43.79,23.88,97.22,0.75,27.33,48.54,21,16.82,7.62,9.26,15.49,20.8,11.88,2.22,2.84,0.16,2,2.04,4.09
2024/3/4,93.85,69.36,93.4,81.48,98.33,52.16,56.74,42.13,171.29,0.66,52.57,81.23,39.24,29.96,12.49,18.84,27,36.98,21.6,2.81,5.27,0.26,1.29,2,3.95
2024/3/5,96.02,68.01,90.71,81.21,97.4,51.17,57.19,41.1,168.31,0.69,50.91,80.13,38.99,29.3,12.22,18.27,25.97,36.76,20.97,2.56,5.19,0.26,1.18,1.95,3.57
2024/3/6,98.1,68.77,93.88,82.29,99.89,51.9,59.34,41.28,172.13,0.66,52.3,81.84,40.87,29.7,12.47,18.58,26.75,37.41,21.4,2.69,5.28,0.25,1.42,1.98,3.69
2024/3/7,97.99,68.89,93.47,81.65,98.9,51.44,59.23,41.35,170.21,0.67,51.25,80.92,40.53,29.42,12.33,18.55,26.53,36.84,21.04,2.69,5.22,0.26,1.41,2.09,3.89
2024/3/8,108.81,77.29,112.26,89.87,110.6,59.15,69.31,47.19,192,0.71,58.74,93.28,44.52,33.27,13.8,20.47,30.01,41.44,23.5,3.57,5.68,0.28,1.78,2.59,4.89
2024/3/9,64.95,41.35,75.93,53.28,62.78,38.66,53.63,24.05,109.1,0.51,29.43,53.02,24.08,18.92,8.81,9.97,16.55,23.74,12.76,2.07,3.23,0.16,3.09,1.65,3.39
2024/3/10,56.77,37.93,69.88,47.87,55.02,35.79,44.24,23.7,96.66,0.43,27.27,48.72,21.55,16.87,7.67,9.33,15.61,21.17,11.77,2.28,2.92,0.16,2.17,2.06,4.11
2024/3/11,93.52,68.24,93.53,80.52,97.96,51.83,56.83,41.58,170.14,0.66,52.29,80.76,39.08,29.74,12.7,18.64,26.89,36.87,21.09,2.79,5.27,0.25,1.4,1.99,3.76
2024/3/12,97.83,67.61,93.13,81.4,98.55,51.64,59.15,41.41,169.91,0.66,51.47,80.52,39.2,29.57,12.6,18.21,26.68,36.96,21.12,2.7,5.21,0.26,1.53,1.84,3.57
2024/3/13,97.35,68.11,93.9,81.13,98.94,51.42,59.53,41.04,171.44,0.65,51.93,80.81,40.21,29.56,12.63,18.33,26.86,37.36,21.29,2.78,5.23,0.24,1.55,1.99,3.77
2024/3/14,96.9,67.83,93.77,80.87,98.4,51.3,59.06,41.32,169.59,0.66,51.82,80.44,39.96,29.31,12.73,18.31,26.58,37.21,21.01,2.7,5.19,0.24,1.52,2.15,3.83
2024/3/15,102.96,73.8,106.61,85.16,105.4,55.55,64.05,46.19,186.57,0.7,56.95,88.36,42.79,32.05,13.51,19.61,28.84,40.65,22.55,3.48,5.42,0.26,1.59,2.51,4.69
2024/3/16,68.08,43.17,79.34,54.46,65.33,38.77,53.19,24.8,114.05,0.71,30.62,54.76,23.94,19.86,9.29,9.94,16.74,24.1,13.38,2.15,3.19,0.18,2.97,1.89,3.38
2024/3/17,61.82,39.72,74.52,48.79,58.92,37.39,46.92,24.76,102.02,0.56,28.6,50.95,22.06,18.81,8.11,9.29,15.98,22.02,12.1,2.3,2.91,0.16,2.8,2.1,4.02
2024/3/18,95.09,69.4,95.9,80.85,98.24,52.83,57.71,42.29,171.35,0.65,52.5,81.57,39.26,30.25,12.89,18.5,27.1,37.02,21.45,2.82,5.21,0.25,1.5,2.14,3.96
2024/3/19,98.62,68.4,94.6,81.63,98.97,52.72,59.77,41.55,170.3,0.67,51.5,80.95,39.47,29.94,12.53,18.33,26.56,36.83,21.13,2.71,5.19,0.22,1.44,2.05,3.74
2024/3/20,100.32,69.05,96.65,82.99,100.69,53.65,61.91,42.14,174.38,0.66,52.3,82.8,41.18,30.64,12.84,18.61,26.87,37.81,21.4,2.76,5.25,0.24,1.77,2.21,4.03
2024/3/21,98.14,68.48,95.2,81.57,98.36,52.99,60.53,41.44,170.95,0.65,51.74,81.04,40.51,30.09,12.73,18.59,26.47,37.08,20.92,2.73,5.18,0.22,1.55,2.22,4.06
2024/3/22,104.63,73.94,108.4,86.86,106.42,57.5,67.52,46.51,188.05,0.66,56.1,89.51,43.19,33.3,13.79,19.95,29.03,40.58,22.66,3.5,5.46,0.26,2,2.69,4.71
2024/3/23,72.33,44.56,86.01,57.47,69.38,41.63,60.04,27.17,120.48,0.49,31.93,57.27,25.44,25.38,9.41,10.85,17.49,25.53,13.91,2.15,3.31,0.15,5.3,2.01,3.63
2024/3/24,57.39,38.18,72.07,47.36,54.67,35.76,43.87,24.36,97.17,0.39,26.9,49.05,21.28,18.1,7.57,9.17,15.1,20.74,11.67,2.16,2.81,0.14,2.38,2.19,4.11
2024/3/25,94.75,68.79,96.38,81.52,98.91,52.84,58.89,42.45,172.52,0.67,52.7,82.54,41.08,30.82,12.95,18.8,27.21,37.45,21.68,2.85,5.24,0.25,1.6,2.16,4.11
2024/3/26,99.1,68.79,96.24,83.06,99.87,52.92,60.8,41.81,172.5,0.66,52.04,82.63,40.97,30.44,12.9,18.64,26.71,37.32,21.36,2.73,5.22,0.23,1.66,2.17,3.93
2024/3/27,97.77,68.42,96.33,81.99,98.71,52.48,59.83,41.88,172.18,0.66,52.04,81.79,39.52,30.06,12.74,18.73,26.55,37.39,21.11,2.72,5.19,0.23,1.4,2.29,4.17
2024/3/28,99.04,69.14,96.93,82.46,98.85,52.84,61.37,41.97,172.07,0.65,51.36,81.97,39.6,30.38,12.85,18.81,26.44,37.4,21.1,2.7,5.16,0.23,1.52,2.4,4.24
2024/3/29,106.51,74.98,110.6,87.98,107.25,57.38,66.89,47.11,189.14,0.68,57.21,90.48,44.04,33.87,13.69,20.23,29.1,41.31,22.61,3.45,5.46,0.25,1.99,2.83,4.85
2024/3/30,73.91,45.86,87.99,59.37,70.15,41.83,60.69,27.94,123.35,0.51,32.17,60.11,28.17,27.02,9.56,11.08,18.05,26.71,13.75,2.26,3.48,0.17,5.19,2.27,4.07
2024/3/31,64.58,39.23,80.56,52.55,61.88,38.05,50.97,26.95,108.26,0.44,28.75,53.89,25.06,23.91,8.27,10.03,16.71,23.33,12.93,2.29,3.09,0.16,4.23,2.25,4.02
2024/4/1,96.2,69.52,97.4,81.5,99.6,53.39,59.4,43.06,173.4,0.64,52.55,81.99,39.79,31.63,12.93,18.81,27.13,37.38,21.56,2.84,5.25,0.24,1.65,2.15,3.9
2024/4/2,99.74,70.01,98.31,81.97,100.33,53.82,61.06,43.28,173.21,0.68,52.44,81.91,38.91,31.96,12.86,18.73,26.89,37.44,21.4,2.75,5.18,0.24,1.72,2.05,3.89
2024/4/3,106.99,78.15,114.34,87.35,107.86,59.52,67.13,50.66,191.07,0.66,59.01,92.59,42.55,35.21,13.98,20.73,29.75,42.11,23.17,3.65,5.45,0.26,1.96,2.98,5.44
2024/4/4,77.67,51,95.06,55.83,66.45,42,68.78,29.43,115.07,0.48,30.28,57.16,23.06,25.9,8.71,10.82,17.27,24.59,12.11,2.21,3.18,0.16,6.7,2.22,4.15
2024/4/5,80.08,50.39,97.85,55.77,70.09,41.81,71.78,27.21,121.12,0.54,29.3,58.29,23.71,27.19,9.37,10.4,17.65,24.06,12.33,2.25,3.35,0.16,7.43,1.58,3.31
2024/4/6,62.94,44.46,82.37,49.53,59.44,39.51,50.29,28.49,105.91,0.44,29.2,54.32,22.17,21.66,8.32,9.75,16.6,22.95,12.2,2.41,2.94,0.15,3.98,2.37,4.3
2024/4/7,91.73,65.47,97.75,76.57,94.61,51.28,58.29,43.79,165.79,0.64,52.08,80.34,38.52,31.18,12.7,18,26.78,38.01,20.57,2.95,5.03,0.22,2.25,2.42,4.61
2024/4/8,94.59,68.06,95.99,80.36,98.68,52.69,58.61,42.33,172.72,0.7,52.37,82.02,40.95,30.99,13,18.98,27.12,37.08,21.27,2.76,5.25,0.24,1.89,2.21,4.18
2024/4/9,99.82,70.53,97.2,83.41,101.47,53.2,61.89,42.24,174.34,0.7,52.23,82.89,41.57,30.99,13.44,19.01,27.12,37.33,21.32,2.73,5.29,0.23,1.84,2.12,3.9
2024/4/10,97.35,68.14,95.49,81.11,97.88,52.26,60.03,41.36,171.33,0.76,51.66,81.51,39.49,29.9,12.91,19.14,26.31,37.02,20.82,2.66,5.12,0.23,1.38,2.14,4.02
2024/4/11,103.1,71.23,100.8,84.22,102.97,54.71,65.3,43,177.45,1.16,52.1,84.41,40.09,31.36,13.47,19.37,27.32,37.68,21.4,2.85,5.3,0.23,2.59,2.18,3.96
2024/4/12,108.54,75.97,111.1,87.35,107.83,57.88,69.37,46.84,190.28,1.02,57.1,90.51,42.68,33.27,14.03,20.29,29.06,40.7,22.54,3.46,5.44,0.23,2.8,2.54,4.45
2024/4/13,75.62,46.84,89.08,58.94,69.88,41.91,62.03,26.95,124.36,0.56,31.73,61.68,27.87,23.56,9.67,11.27,17.85,25.22,14.3,2.22,3.35,0.18,7.19,1.97,3.37
2024/4/14,58.4,38.83,71.61,47.3,54.33,34.7,45.02,24.07,97.18,0.38,26.43,50.06,22.32,17.11,7.77,9.31,15,20.25,11.65,2.13,2.66,0.17,2.55,2.02,3.66
2024/4/15,96.75,70.46,99.01,81.81,99.98,53.44,60.87,43.16,175.23,0.67,53.04,84.1,40.28,30.88,13.4,19.18,27.42,37.42,21.63,2.84,5.21,0.23,2.12,2.14,3.92
2024/4/16,101.91,70.38,99.4,83.78,101.74,53.96,63.71,42.47,175.52,0.67,52.23,83.46,39.98,30.83,13.28,19.01,27.36,37.65,21.66,2.83,5.25,0.24,3.05,1.96,3.51
2024/4/17,101.24,70.44,99.77,83.27,101.86,53.75,64.65,42.34,176.59,0.66,52.12,83.76,39.98,30.79,13.36,19.22,27.25,37.81,21.52,2.78,5.22,0.23,2.83,2.12,3.82
2024/4/18,101.38,70.61,99.98,83.12,101.58,53.6,65.02,42.31,175.26,0.66,52.35,83.43,39.95,30.45,13.23,19.17,27.18,39.54,21.41,2.83,5.23,0.22,2.64,2.15,3.7
2024/4/19,106.78,75.77,112.26,81.93,107.45,57.14,69.26,47.18,189.51,0.68,57.4,91.27,42.76,32.75,14.23,20.28,29.01,42.81,22.63,3.53,5.37,0.18,2.34,2.56,4.17
2024/4/20,73.94,46.73,88.12,58.93,70.53,41.51,62.89,27.07,123.42,0.48,32.11,62.15,26.52,21.8,9.61,11.25,17.69,30.69,14.25,2.21,3.31,0.18,5.78,1.98,3.17
2024/4/21,64.73,42.63,79.16,51.77,63.14,38.04,50.45,25.88,108.11,0.46,29.32,55.78,23.27,19.54,8.82,10.02,16.42,26.05,12.84,2.3,2.94,0.16,5.23,2.08,3.5
2024/4/22,96.94,71.52,100.53,82.43,100.5,53.94,60.35,43.44,176.53,0.73,53.01,84.43,40.07,30.95,13.43,19.1,27.42,38.51,21.58,2.93,5.19,0.23,2.12,2.16,3.6
2024/4/23,101.01,70.73,98.81,84.12,101.99,54.1,63.99,42.48,175.32,0.76,52.58,83.45,40.35,30.86,13.39,19.16,27.1,38.68,21.41,2.77,5.23,0.24,2.03,2.06,3.55
2024/4/24,101.98,70.69,100.61,84.01,103.77,54.12,64.19,42.61,178.45,1.02,52.93,84.91,41.36,31.07,13.56,19.44,27.41,39.19,21.49,2.8,5.27,0.22,2.56,2.23,3.81
2024/4/25,100.49,70.31,99.84,82.82,101.69,53.63,63.08,42.44,174.82,0.89,52.48,83.96,43.44,30.65,13.35,19.22,27.15,38.75,21.2,2.8,5.18,0.22,2.2,2.19,3.67
2024/4/26,102.3,72.93,106.77,85.38,105.09,55.74,64.86,45.2,184.26,0.76,55.8,88.78,44.93,32.29,13.98,20.01,28.31,41.15,21.93,3.27,5.29,0.23,2.16,2.45,4.22
2024/4/27,61.21,40.16,73.91,50.86,59.38,37.52,46.76,24.54,105.36,0.44,29.39,53.64,29.81,19.01,8.69,10.06,15.62,25.81,12.67,1.99,2.93,0.14,3.03,2.06,3.7
2024/4/28,93.64,66.91,97,78.72,95.62,51.79,60.71,42.23,165.26,0.67,51.14,80.44,42.5,29.95,12.55,18.21,26.45,38.21,20.31,2.83,4.98,0.21,2.15,2.17,3.9
2024/4/29,94.97,72.58,100.99,81.08,97.67,55.27,60.82,44.96,172.2,0.71,52.47,84.62,42.87,30.48,12.93,19.45,26.26,37.96,21.06,2.72,5.06,0.26,1.55,2.31,4.27
2024/4/30,105.81,78.2,116.74,86.46,106.13,60.27,70.47,51,186.03,0.69,55.69,92.06,45.05,33.1,13.99,20.91,29.49,41.48,22.47,3.79,5.22,0.25,2.56,3.08,5.18
2024/5/1,68.36,47.86,95,57.61,68.78,44.97,63.55,31.72,118.33,0.77,31.48,58.98,29.72,19.26,8.74,11.81,17.56,27.38,13.9,2.37,3.05,0.16,4.98,3.01,5.08
2024/5/2,70,46.31,96.87,57.04,69.07,43.64,70.13,27.48,111.07,0.75,27.11,55.58,29.52,18.4,8.26,10.72,16.42,23.61,12.31,2.3,2.86,0.14,5.45,2.35,4.36
2024/5/3,64.91,43.49,93.81,53.17,64.75,41.7,64.58,25.79,109,0.71,26.27,54.1,27.08,17.43,7.97,10.28,15.45,22.49,11.16,2.14,2.75,0.12,4.72,2.09,4.13
2024/5/4,59.04,41.6,83.58,49.6,59.23,41.14,56.42,27.21,103.59,0.63,26.83,51.7,26.32,17.38,7.7,9.9,15.17,22.56,10.82,2.09,2.65,0.13,3.82,2.3,4.1
2024/5/5,50.49,40.76,73.33,46.06,54.29,37.85,44.42,29.34,99.36,0.43,28.39,50.28,21.8,16.78,7.83,9.68,15.8,23.92,11.61,2.44,2.66,0.14,1.9,2.69,5.14
2024/5/6,88.46,67.7,97.09,76.49,94.75,52.17,54.64,44.86,167.41,0.64,51.84,81.11,37.56,29.98,12.89,19.06,26.79,37,20.85,2.91,5.01,0.22,1.55,2.5,5.22
2024/5/7,95.75,67.95,95.26,79.68,98.48,52.41,58.81,43.01,170.19,0.66,51.58,81.31,38.78,30.14,13.18,19.31,27.06,37.45,21.04,2.81,5.2,0.23,1.69,2.15,4.59
2024/5/8,96.9,68.42,95.69,80.8,99.52,51.92,60.68,41.85,172.54,0.66,51.57,81.33,39.39,30.25,13.35,19.41,27.02,37.73,21.31,2.79,5.25,0.22,1.71,2.05,4.09
2024/5/9,96.57,67.46,95,79.99,98.61,51.33,60.35,41.32,170.39,0.65,50.59,80.69,39.19,29.92,13.27,19.09,26.96,37.39,20.98,2.8,5.19,0.22,1.64,2.01,3.85
2024/5/10,95.3,67.36,95.72,79.63,98.04,50.95,59.35,41,170.24,0.67,51.09,80.88,39.73,30.09,13.09,18.74,26.99,37.92,20.6,2.92,5.14,0.21,1.52,1.91,3.57
2024/5/11,95.3,67.34,98.93,78.95,98.11,51.6,63.77,40.96,169.05,0.64,51.76,81.2,40.69,30.41,13.52,18.58,26.6,39.58,20.5,3.02,5.11,0.22,2.02,2.14,3.81
2024/5/12,59.59,38.46,72.44,49.92,59.72,36.01,47.05,23.27,103.77,0.45,28.03,52.13,23.52,18.83,8.51,10.44,16.17,24.95,12.49,2.15,3.01,0.16,2.68,1.88,3.66
2024/5/13,93.68,68.3,96.56,79.94,98.47,52.2,59.04,41.61,171.91,0.66,51.35,81.92,39.47,30.44,13.41,19.3,27.39,37.3,21.15,2.95,5.23,0.22,1.62,2.12,4.06
2024/5/14,97.36,67.99,95.1,80.69,98.75,52.43,60.26,41.36,170.09,0.68,50.85,80.89,38.73,29.97,13.23,18.85,26.87,37.23,20.77,2.81,5.15,0.22,1.54,2.03,3.84
2024/5/15,98.87,69.04,97.43,81.73,100.54,52.82,62.67,41.41,173.78,0.67,51.56,82.29,39.28,30.4,13.49,19.22,26.88,37.87,20.92,2.81,5.2,0.23,1.74,2.19,4.03
2024/5/16,97.36,68.83,97.24,81.06,99.15,52.83,62.49,41.32,171.06,0.66,50.9,81.51,39.08,30.15,13.4,19.15,26.93,37.35,20.61,2.83,5.18,0.22,1.65,2.21,4.04
2024/5/17,103.93,74.14,108.69,85.16,105,56.87,67.88,46.1,185.14,0.69,55.96,89.52,42.68,32.74,14.08,20.37,28.64,40.89,21.94,3.48,5.35,0.22,1.65,2.74,4.74
2024/5/18,69.63,45.38,82.49,56.34,64.99,40.3,60.03,25.76,117.22,0.48,30.46,57.23,26.42,20.64,9.38,11.29,16.74,26.82,13.15,2.18,3.18,0.15,2.68,2.24,3.9
2024/5/19,58.33,39.28,73.18,48,55.6,36.27,49.24,24.49,100.11,0.42,27.36,51.51,23.01,17.43,8.07,9.96,15.4,23.12,11.68,2.25,2.81,0.15,1.73,2.25,3.85
2024/5/20,97.12,70.33,100.33,81.35,100.61,53.5,61.12,43.36,176.93,0.67,53.28,84.13,40.17,31.13,13.8,19.71,27.8,39.02,21.37,3.06,5.27,0.23,1.64,2.32,4.31
2024/5/21,99.22,68.99,96.87,81.57,99.99,52.45,64.92,41.48,173.03,0.7,51.51,81.67,39.89,30.22,13.4,19.26,27,37.7,20.85,2.86,5.19,0.22,1.6,2.21,3.97
2024/5/22,98.6,68.98,95.95,81.83,99.62,52.04,64.73,41.08,172.61,0.67,51.01,81.31,39.76,30.01,13.42,19.24,26.8,37.66,20.61,2.83,5.18,0.23,1.53,2.22,4.11
2024/5/23,97.58,67.59,95.16,80.43,97.82,51.89,61.24,40.88,169.89,0.66,50.73,80.67,39.71,29.46,13.2,18.91,26.48,36.97,20.31,2.8,5.11,0.22,1.45,2.16,3.94
2024/5/24,102.68,74.05,107.09,85.39,104.31,56.11,68.91,45.24,184.48,0.68,55.34,88.66,43.2,32.05,13.94,20.46,28.33,40.42,21.55,3.45,5.32,0.24,1.57,2.77,4.73
2024/5/25,53.59,35.27,61.58,43.86,48.96,32.77,43.13,20.36,89.04,0.38,23.49,44.65,20.23,14.77,7.05,8.55,12.42,20.19,9.58,1.64,2.59,0.13,0.9,2.08,3.46
2024/5/26,63.04,42.91,78.22,52.25,61.87,40.16,53.7,24.91,108.83,0.49,29.01,54.59,23.75,19.28,9.02,10.7,16.24,24.69,12.46,2.37,3.02,0.15,2.69,2.35,4.18
2024/5/27,93.95,68.4,96.51,79.78,98.03,52.16,59.17,42.26,171.54,0.66,51.84,81.79,39.02,30.37,13.49,19.36,27.24,37.31,20.86,2.98,5.16,0.23,1.53,2.32,4.12
2024/5/28,97.78,67.54,94.37,80.42,98.85,51.8,60.77,41.16,170.31,0.67,50.43,80.31,39.04,29.89,13.35,19.06,26.82,37.03,20.56,2.81,5.17,0.23,1.51,2.13,3.82
2024/5/29,97.49,67.22,94.56,80.11,98.51,51.55,60.67,40.61,170.42,0.67,49.73,80.44,39.42,29.88,13.36,19.01,26.69,36.93,20.47,2.79,5.15,0.23,1.55,2.2,4.05
2024/5/30,97.67,67.99,94.88,79.86,97.68,51.2,63.36,40.69,169.47,0.67,49.91,79.99,39.64,29.59,13.18,18.98,26.47,36.88,20.13,2.78,5.1,0.22,1.37,2.14,3.96
2024/5/31,103.51,73.61,106.84,85.38,104.95,56.21,70.21,45.32,185.43,0.69,55.08,88.59,42.53,33.36,14.09,20.56,28.43,40.62,21.26,3.46,5.27,0.24,1.67,2.7,4.79
2024/6/1,70.17,44.77,81.29,55.12,65.75,40.32,60.38,24.88,115.92,0.49,29.58,57.39,24.93,21.48,9.61,10.95,16.73,26.15,13.08,2.28,3.26,0.14,2.66,2.2,3.78
2024/6/2,58.34,38.11,70.46,47.36,55.16,35.56,45.02,23.35,97.81,0.45,26.56,50.33,21.26,18.2,8.08,9.69,15.09,22.12,11.62,2.24,2.81,0.15,1.87,2.29,4.2
2024/6/3,92.35,67.31,94.77,78.57,96.93,51.25,57.62,41.7,169.72,0.66,51.39,80.14,38.52,30.29,13.48,19.15,27.05,37.01,20.59,2.92,5.15,0.23,1.33,2.16,4.09
2024/6/4,96.19,66.75,93.08,79.65,97.3,51.65,59.64,40.75,168.6,0.67,50.23,79.38,38.68,29.77,13.21,18.97,26.55,36.66,20.38,2.76,5.14,0.22,1.35,2.09,3.92
2024/6/5,98.05,67.74,94.61,79.99,98.21,51.84,61.12,41.39,171.13,0.65,50.89,80.12,38.89,30.16,13.55,19.13,26.8,37.13,20.29,2.87,5.14,0.22,1.37,2.18,4.18
2024/6/6,100.67,70.73,98.15,81.79,99.21,53.95,63.35,42.82,172.53,0.67,51.75,81.8,39.09,30.43,13.48,19.41,26.96,37.32,20.32,2.83,5.14,0.21,1.42,2.53,4.6
2024/6/7,103.43,76.47,109.25,83.99,102.06,57.56,67.27,48.81,182.39,0.73,55.34,88.53,41.01,32.99,13.81,20.48,27.71,40.33,21.12,3.39,5.22,0.23,1.28,3.24,5.48
2024/6/8,69.45,47.67,82.87,53.34,61.88,39.71,59.37,26.25,107.49,1.23,28.26,54.3,22.42,19,8.51,10.82,15.42,23.65,11.94,2.17,2.98,0.14,2.76,2.53,4.69
2024/6/9,63.4,40.01,73.27,46.17,54.31,33.69,54.22,20.96,93.19,0.95,23.75,46.52,19.83,16.41,7.45,9,13.51,20.45,10.12,1.98,2.7,0.12,2.64,1.89,3.64
2024/6/10,54.07,37.6,69.04,42.09,49.58,33.68,42.85,25.56,89.24,0.4,25.37,47.89,19.67,16.09,7.26,8.96,14.36,20.95,10.67,2.36,2.61,0.14,1.57,2.66,4.79
2024/6/11,94.74,68.5,97.47,78.82,96.34,53.37,59.55,44.45,170.46,0.68,51.06,81.95,38.83,30.79,13.26,18.89,27.06,36.65,20.59,3.02,5.13,0.23,1.23,2.33,4.31
2024/6/12,96.83,67.67,94.53,79.01,96.83,51.91,60.69,41.86,170.05,0.66,50.88,80.33,38.76,29.96,13.36,19.02,26.59,36.98,20.28,2.79,5.17,0.21,1.22,2.29,4.34
2024/6/13,96.63,67.02,94.05,78.74,96.38,51.8,60.1,41.09,168.41,0.66,49.96,79.74,38.42,29.8,13.25,18.88,26.4,36.62,20.02,2.8,5.08,0.21,1.28,2.12,3.92
2024/6/14,102.61,72.27,105.15,83.45,103.07,55.85,65.93,45.14,182.2,0.69,54.42,86.58,41.11,32.5,14.1,20.12,28.21,39.48,21.14,3.37,5.28,0.23,1.45,2.42,4.41
2024/6/15,63.99,40.51,73.05,51.31,59.84,36.89,53.58,24.12,106.88,0.42,27.78,52.28,23.62,18.93,8.98,10.36,16.08,23.37,12.41,2.06,3.04,0.14,1.76,2,3.69
2024/6/16,57.46,37.09,68.62,45.98,53.46,34.75,45.07,23.3,95.67,0.37,25.65,48.53,20.92,16.98,7.97,9.28,14.78,21.35,11.32,2.24,2.73,0.13,1.45,2.03,3.75
2024/6/17,94.88,69.19,98.51,79.42,97.22,53.34,60.07,42.85,172.13,0.65,51.11,81.67,39.26,30.47,13.53,19.63,27.15,37.31,20.37,2.79,5.14,0.21,1.31,2.28,4.15
2024/6/18,99.64,69.13,97.64,81.2,98.53,53.32,63.35,42.02,171.33,0.67,50.99,81.09,39.5,30.1,13.37,19.27,26.79,37.35,20.1,2.82,5.12,0.22,1.29,2.24,4.08
2024/6/19,100.53,69.43,98.86,81.36,99,53.73,64.84,42.1,172.9,0.66,51.15,81.97,39.68,30.36,13.61,19.32,26.97,37.62,20.3,2.82,5.13,0.23,1.34,2.24,4.22
2024/6/20,101.62,70.38,101.48,82.05,99.4,54.49,66.57,42.87,173.54,0.68,51.37,82.07,39.51,30.36,13.64,19.47,27.13,37.69,20.27,2.87,5.15,0.23,1.37,2.34,4.21
2024/6/21,105.37,75.25,109.87,85.2,103.95,57.26,70.07,46.02,183.69,0.67,54.83,88.09,41.8,32.66,14.17,20.36,28.3,40.47,21.14,3.37,5.28,0.24,1.44,2.51,4.36
2024/6/22,66.57,42.54,76.71,52.03,60.13,37.98,55.19,24.6,107.37,0.44,28,52.52,22.89,19,8.87,10.6,15.68,23.51,12.2,2.07,3.17,0.15,1.79,2.07,3.73
2024/6/23,60.23,39.05,73,47.29,54.83,35.57,47.98,24.26,97.47,0.43,25.58,49.72,20.84,17.47,8.09,9.78,14.73,21.22,11.39,2.24,2.86,0.15,1.8,2.2,3.99
2024/6/24,96.77,70.63,101.32,80.04,97.92,54.28,62.86,43.32,173.07,0.67,52.13,82.52,38.97,30.63,13.8,19.47,27.42,37.72,20.6,3.02,5.16,0.23,1.44,2.28,4.04
2024/6/25,101.47,70.04,100.29,81.93,99.74,54.34,65.82,42.82,172.37,0.7,51.19,82.08,39.12,30.31,13.66,19.4,27.04,37.45,20.31,2.88,5.15,0.21,1.44,2.21,3.97
2024/6/26,103.7,71.79,102.25,82.45,101.53,54.79,68.14,43.12,175.43,0.78,51.69,82.72,39.4,30.79,14.08,19.56,27.3,38.2,20.36,2.98,5.14,0.22,1.42,2.25,4.02
2024/6/27,104.15,72.35,104.19,82.85,101.68,55.76,69.08,43.7,175.07,0.74,51.22,83.29,39.75,30.67,13.78,19.73,27.4,38.1,20.4,2.99,5.11,0.22,1.49,2.27,4.06
2024/6/28,111.64,77.93,115.73,87.47,106.75,58.78,74.92,47.62,189.26,0.72,56.55,90.06,42.38,33.14,14.66,20.85,28.66,41.2,21.71,3.46,5.32,0.23,1.55,2.62,4.58
2024/6/29,69.62,45.7,83.44,54.87,62.49,40.81,59.34,27.16,112.42,0.44,29.31,55.18,23.67,19.58,9.34,10.84,15.9,23.9,12.61,2.22,3.02,0.14,1.93,2.2,3.47
2024/6/30,65.99,44.54,80.28,51.11,59.14,38.96,55.58,26.76,104.28,0.42,27.56,51.9,22.02,18.33,8.84,10.39,15.21,22.04,12,2.33,2.87,0.14,1.67,2.2,3.82
2024/7/1,100.85,72.78,106.91,81.54,98.64,56.15,66.74,45.2,176.43,0.67,53.3,83.42,39.63,31.42,14.01,19.78,27.73,37.95,21,3.05,5.23,0.24,1.45,2,3.71
2024/7/2,107.5,75.37,107.51,86.09,103.18,57.77,71.11,45.17,179.17,0.71,52.68,85.56,40.35,31.62,14.02,19.76,27.34,38.03,21.02,2.92,5.34,0.24,1.53,2.02,3.59
2024/7/3,109.93,75.58,110.75,86.3,104.58,58.49,75.53,45.4,181.69,0.72,52.58,86.22,40.77,31.79,14.34,20.25,28.33,38.22,21.28,3.17,5.34,0.24,1.74,2.06,3.89
2024/7/4,108.64,74.9,110.23,85,103.45,58.25,73.72,45.29,179.06,0.7,52.84,85.4,40.34,31.5,14.21,19.99,27.83,37.95,20.87,3.03,5.34,0.23,1.63,2.21,3.91
2024/7/5,111.55,78.44,116.78,87.72,106.91,60.75,75.87,49.13,188.41,0.72,55.43,90.53,41.84,33.43,14.88,20.5,28.77,39.71,22.05,3.39,5.47,0.24,1.66,2.39,4.02
